"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18", "Image 19" 
"o:vase.2768"," unknown "," Sarajevo / Street Scene ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1918 "," 290; 347; 340; 363; 360; 432; 430; 438; 462; 460; 560 ","  "," 2 "," vase.2768-IMAGE.1.jpg "," vase.2768-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2769"," unknown "," Street vendors at Sebilj ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," "," 290; 347; 340; 369; 360; 432; 430; 438; 462; 460 ","  "," 2 "," vase.2769-IMAGE.1.jpg "," vase.2769-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.277"," Karastoyanov, Dimitar Anastasov "," Portrait of Stefan (Asen) Stambolov as a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1896 "," 1900 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.277-IMAGE.1.jpg "," vase.277-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2770"," unknown "," Scenes From The Weekly Market In Sarajevo (Grain Sale) ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1897 "," 1904.10.31 "," 290; 347; 340; 369; 360; 432; 430; 438; 462; 460 ","  "," 2 "," vase.2770-IMAGE.1.jpg "," vase.2770-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2771"," unknown "," Scenes From The Old Market Place In Sarajevo - Measuring Grain ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1897 "," 1904.10.31 "," 290; 363; 360; 432; 430; 347; 340; 438; 462; 460 ","  "," 2 "," vase.2771-IMAGE.1.jpg "," vase.2771-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2772"," unknown "," Street vendors at Sebilj ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1936 "," "," "," 290; 347; 340; 369; 360; 432; 430; 438; 462; 460 ","  "," 2 "," vase.2772-IMAGE.1.jpg "," vase.2772-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2773"," unknown "," Street scene ","Real photo postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1939 "," 290; 340; 363; 360; 369; 554; 550; 560 ","  "," 2 "," vase.2773-IMAGE.1.jpg "," vase.2773-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2774"," unknown "," At the fountain ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," "," 290; 340; 368; 360; 271; 270; 560; 462; 460; 850 ","  "," 2 "," vase.2774-IMAGE.1.jpg "," vase.2774-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2775"," unknown "," Winter street scene ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," 1931 "," 231; 230; 360; 363; 482; 480; 492; 490; 462; 460; 890 ","  "," 2 "," vase.2775-IMAGE.1.jpg "," vase.2775-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2776"," unknown "," Sarajevo = Area Near The City Hall ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1914 "," 1918 "," 290; 560; 714; 710; 363; 360; 340; 480; 493; 490; 377; 370 ","  "," 2 "," vase.2776-IMAGE.1.jpg "," vase.2776-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2777"," unknown "," Sarajevo - Street Area In Front Of The City Hall ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1914 "," 290; 340; 363; 360; 377; 370; 373; 560 ","  "," 2 "," vase.2777-IMAGE.1.jpg "," vase.2777-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2778"," Foto Putnik "," Sarajevo, Street ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1920 "," 1938 "," 290; 363; 360; 340; 560; 562; 780 ","  "," 2 "," vase.2778-IMAGE.1.jpg "," vase.2778-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2779"," unknown "," Sarajevo / Logavina Street ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1913 "," 290; 363; 360; 347; 340; 231; 230; 482; 480 ","  "," 2 "," vase.2779-IMAGE.1.jpg "," vase.2779-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.278"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Stefan (Asen) Stambolov as a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," 1906 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.278-IMAGE.1.jpg "," vase.278-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2780"," unknown "," In Memory Of Emperor Francis Joseph I Visiting Bosnia And Herzegovina ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1910 "," 1911 "," 551; 550; 346; 340; 353; 350; 714; 710; 624; 620; 650; 660 ","  "," 2 "," vase.2780-IMAGE.1.jpg "," vase.2780-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2781"," unknown "," […] M. J. Sultan Mehmed V After The Inauguration […] ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1909.04.27 "," "," 551; 550; 714; 710; 640; 650; 660 ","  "," 2 "," vase.2781-IMAGE.1.jpg "," vase.2781-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2782"," Čurčić, Vesilj "," V. Čurčić: National Costumes From The Ethnological Museum In Sarajevo ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1924 "," 290; 300; 286; 280; 353; 350 ","  "," 2 "," vase.2782-IMAGE.1.jpg "," vase.2782-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2783"," Čurčić, Vesilj "," V. Čurčić: National Costumes From The Ethnological Museum In Sarajevo ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1904.11.01 "," 1924 "," 290; 300; 286; 280; 353; 350 ","  "," 2 "," vase.2783-IMAGE.1.jpg "," vase.2783-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2784"," unknown "," Street vendors at the bottom of Nadkovači Street ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1918 "," 1930 "," 290; 347; 340; 363; 360; 400; 432; 430; 438; 462; 460 ","  "," 2 "," vase.2784-IMAGE.1.jpg "," vase.2784-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2785"," unknown "," Sarajevo / Kantardžija / Folkish Scales At The Market ","Postcard","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1905.04.22 "," "," "," 290; 804; 800; 462; 460; 347; 340 ","  "," 2 "," vase.2785-IMAGE.1.jpg "," vase.2785-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.279"," Karastoyanov, Dimitar Anastasov "," Studio portrait of the boy Stefan (Asen) Stambolov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," 1906 "," 290; 551; 550; 560; 565; 850; 640; 660; 670; 680 ","  "," 2 "," vase.279-IMAGE.1.jpg "," vase.279-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.28"," Karastoyanov, Ivan Anastasov "," Studio portrait of a man in urban clothes ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1908.03.01. "," 290; 551; 550; 560; 570 ","  "," 2 "," vase.28-IMAGE.1.jpg "," vase.28-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.280"," Karastoyanov, Dimitar Anastasov "," Portrait of Stefan (Asen) Stambolov as a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," 1906 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.280-IMAGE.1.jpg "," vase.280-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.281"," Karastoyanov, Ivan Anastasov "," Stefan (Asen) Stambolov as a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1902.04.06 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.281-IMAGE.1.jpg "," vase.281-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.282"," Karastoyanov, Dimitar Anastasov "," Stefan (Asen) Stambolov as a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1898 "," "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.282-IMAGE.1.jpg "," vase.282-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.283"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Stefan (Asen) Stambolov as a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1904 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.283-IMAGE.1.jpg "," vase.283-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.284"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Stefan (Asen) Stambolov as a boy in folk attire ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1905.06.28 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.284-IMAGE.1.jpg "," vase.284-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.285"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Stefan (Asen) Stambolov as a boy in folk attire ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1905.06.28 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.285-IMAGE.1.jpg "," vase.285-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.286"," Karastoyanov, Dimitar Anastasov "," Stefan (Asen) Stambolov as a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1910 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.286-IMAGE.1.jpg "," vase.286-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.288"," Karastoyanov, Dimitar Anastasov "," Stefan (Asen) Stambolov as a boy ","Photograph","Promenade","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1910 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.288-IMAGE.1.jpg "," vase.288-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.29"," Karastoyanov, Ivan Anastasov "," Studio portrait of Hristo Zografski ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1916.11.16 "," 280; 290; 551; 550; 5311; 530; 630; 663; 660 ","  "," 2 "," vase.29-IMAGE.1.jpg "," vase.29-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.291"," Karastoyanov, Dimitar Anastasov "," Stefan Stambolov's children ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1896.07 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.291-IMAGE.1.jpg "," vase.291-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.292"," Karastoyanov, Ivan Anastasov "," Stefan Stambolov's children ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1896.07 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.292-IMAGE.1.jpg "," vase.292-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.293"," Karastoyanov, Dimitar Anastasov "," Stefan Stambolov's children ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1910 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.293-IMAGE.1.jpg "," vase.293-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.294"," Karastoyanov, Ivan Anastasov "," Portrait of two of Stefan Stambolov's children ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1890 "," 1900 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.294-IMAGE.1.jpg "," vase.294-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.295"," Karastoyanov, Ivan Anastasov "," Portrait of Aleksander Stanchov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," "," 290; 551; 550; 560; 600; 670 ","  "," 2 "," vase.295-IMAGE.1.jpg "," vase.295-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.296"," Karastoyanov, Ivan Anastasov "," Portrait of Elisaveta Stanchova with a grandchild ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1890 "," "," 290; 551; 550; 560; 565; 850; 640; 603; 600 ","  "," 2 "," vase.296-IMAGE.1.jpg "," vase.296-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.297"," Karastoyanov, Ivan Anastasov "," Studio portrait of Malta Stanchova ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," "," 290; 300; 551; 550; 560; 600 ","  "," 2 "," vase.297-IMAGE.1.jpg "," vase.297-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.298"," Karastoyanov, Dimitar Anastasov "," Malta Stanchova ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," "," 290; 551; 550; 560; 600 ","  "," 2 "," vase.298-IMAGE.1.jpg "," vase.298-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.299"," Karastoyanov, Ivan Anastasov "," Portrait of the married couple Malta Stanchova and Lyubomir Serafimov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1898.11.06 "," 290; 551; 550; 560; 570; 594; 590 ","  "," 2 "," vase.299-IMAGE.1.jpg "," vase.299-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.3"," Stojanović/Karastoyanov, Anastas Nikolov or  Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Studio portrait of a woman and a girl ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1886 "," 346; 340; 560; 570; 600; 770; 790; 880; 890 ","  "," 2 "," vase.3-IMAGE.1.jpg "," vase.3-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.30"," Karastoyanov, Ivan Anastasov "," Cadet Tomanov ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1885 "," 1887.03.25 "," 560; 702; 700; 704; 714; 710 ","  "," 2 "," vase.30-IMAGE.1.jpg "," vase.30-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.300"," Karastoyanov, Ivan Anastasov "," Studio portrait of a child ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," "," 290; 551; 550; 560; 850 ","  "," 2 "," vase.300-IMAGE.1.jpg "," vase.300-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.301"," Karastoyanov, Ivan Anastasov "," Princess Maria Luisa of Bourbon-Parma ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," 1893 "," "," "," 156; 150; 292; 290; 300; 560; 565; 640 ","  "," 2 "," vase.301-IMAGE.1.jpg "," vase.301-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.302"," Karastoyanov, Ivan Anastasov "," Studio portrait of Georgi Stoynov ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1894.05.25 "," 290; 551; 550; 560 ","  "," 2 "," vase.302-IMAGE.1.jpg "," vase.302-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.303"," Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Studio portrait of the schoolboy Krastyo Krastev ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1885 "," 290; 551; 550; 850; 5310; 530; 877; 870 ","  "," 2 "," vase.303-IMAGE.1.jpg "," vase.303-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.304"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Krastyo Krastev ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," 1900.06.12 "," "," "," 156; 150; 290; 551; 550; 5310; 530; 544; 540; 660; 658; 650; 870; 810 ","  "," 2 "," vase.304-IMAGE.1.jpg "," vase.304-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.305"," Karastoyanov, Dimitar Anastasov "," Dr. Krastyo Krastev ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1910 "," 156; 150; 290; 551; 550; 5310; 530; 544; 540; 660; 658; 650; 870; 810 ","  "," 2 "," vase.305-IMAGE.1.jpg "," vase.305-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.306"," Karastoyanov, Dimitar Anastasov "," Studio portrait of the married couple Radka and Krastyo Krastev ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1895 "," 156; 150; 290; 551; 550; 5310; 530; 544; 540; 660; 658; 650; 870; 594; 590; 810 ","  "," 2 "," vase.306-IMAGE.1.jpg "," vase.306-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.307"," Karastoyanov, Ivan Anastasov "," Studio portrait of the married couple Radka and Krastyo Krastev ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," "," 156; 150; 290; 551; 550; 5310; 530; 544; 540; 660; 658; 650; 870; 594; 590; 810 ","  "," 2 "," vase.307-IMAGE.1.jpg "," vase.307-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.308"," Karastoyanov, Ivan Anastasov "," The married couple Radka and Krastyo Krastev ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," "," 156; 150; 290; 551; 550; 5310; 530; 544; 540; 660; 658; 650; 870; 594; 590; 810 ","  "," 2 "," vase.308-IMAGE.1.jpg "," vase.308-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.309"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Konstantin Krastev as a baby ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," 1890.07.25 "," "," "," 156; 150; 290; 551; 550; 5310; 530; 544; 540; 660; 658; 650; 870; 594; 590; 850; 810 ","  "," 2 "," vase.309-IMAGE.1.jpg "," vase.309-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.31"," Karastoyanov, Ivan Anastasov "," Lieutenant Shtiliyanov ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1892 "," 560; 704; 700; 714; 710; 551; 550 ","  "," 2 "," vase.31-IMAGE.1.jpg "," vase.31-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.310"," Karastoyanov, Ivan Anastasov "," Studio portrait of Ivan Gyuzelev ","Photograph","Imperial","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1888 "," 290; 551; 550; 850; 870; 640; 810 ","  "," 2 "," vase.310-IMAGE.1.jpg "," vase.310-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.311"," Karastoyanov, Ivan Anastasov "," Studio portrait of Dimitar Mollov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," "," 156; 150; 290; 551; 550; 640; 660; 658; 650; 870; 740; 750; 810 ","  "," 2 "," vase.311-IMAGE.1.jpg "," vase.311-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.312"," Karastoyanov, Ivan Anastasov "," Studio portrait of Jovan Cvijić, Georgi Zlatarski, and Dimitar Ilkov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," "," 133; 130; 156; 150; 290; 551; 550; 570; 658; 650; 870; 810 ","  "," 2 "," vase.312-IMAGE.1.jpg "," vase.312-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.313"," Karastoyanov, Ivan Anastasov "," Studio portrait of Slavka Zlatarska ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," "," 290; 551; 550; 850; 870; 810 ","  "," 2 "," vase.313-IMAGE.1.jpg "," vase.313-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.314"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Dimitar Agura ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1890 "," 1892.11.30 "," 290; 551; 550; 850; 870; 810 ","  "," 2 "," vase.314-IMAGE.1.jpg "," vase.314-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.315"," Karastoyanov, Ivan Anastasov "," Studio portrait of Anastas Benderev ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1883 "," 1886 "," 660; 700; 710; 720; 810 ","  "," 2 "," vase.315-IMAGE.1.jpg "," vase.315-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
